Name,Date,Hour,StolenObject,PlaceDescription,Neighborhood,GeneralDescription,ModusOperandi
Jessica Bowers,04/25/2022,14:57:16,Bicicleta,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Mikayla Abbott,06/13/2022,14:00:56,Papeles,En el centro de la ciudad,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Gregory Horne,02/21/2022,08:30:01,Billetera,Cerca a la universidad nacional de Colombia,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Caleb Moore,05/03/2022,21:30:52,Computador,En el centro de la ciudad,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Steven Ward,06/08/2022,02:49:24,Celular,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Kathleen Garza,04/05/2022,17:03:21,Celular,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Mrs. Shirley Cameron DDS,05/27/2022,15:35:52,Bolso,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Richard Castro,03/21/2022,13:49:03,Papeles,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Sean Morris,06/07/2022,06:33:23,Billetera,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jason Hicks,05/08/2022,09:26:24,Computador,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Amanda Bean,03/17/2022,14:48:32,Vehiculo,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Andrew Brown,05/23/2022,03:24:02,Bicicleta,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Sarah Shields,03/04/2022,07:20:57,Computador,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Cheryl Mitchell,02/14/2022,00:36:12,Computador,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Ethan Estes,05/01/2022,23:01:45,Billetera,En el centro de la ciudad,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Michael Cook,01/31/2022,13:13:34,Celular,Cerca a la universidad nacional de Colombia,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Sandra Mills,05/01/2022,08:56:39,Vehiculo,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Nicole Simon,01/05/2022,08:27:22,Vehiculo,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Darren Perez,05/07/2022,03:24:13,Papeles,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Stephanie Howard,03/17/2022,00:46:55,Bolso,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Timothy Cruz,03/31/2022,19:59:47,Bicicleta,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Mario Torres,06/12/2022,19:50:38,Computador,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Ashley Lawrence,07/24/2022,04:58:59,Papeles,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jill Owen,07/02/2022,13:39:13,Bicicleta,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
James Cunningham,06/02/2022,06:22:35,Bicicleta,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Monica Page,02/23/2022,11:27:25,Bicicleta,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Kathleen Friedman,03/12/2022,03:39:19,Celular,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Mrs. Norma Bennett DDS,05/31/2022,13:51:36,Billetera,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Sarah Greene,05/15/2022,20:35:12,Bicicleta,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Christina Dawson,07/25/2022,03:52:04,Bolso,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Michele Delgado,02/23/2022,02:26:11,Bicicleta,Cerca a la universidad nacional de Colombia,Sabta Fe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Megan Reese,01/22/2022,16:07:58,Vehiculo,En el centro de la ciudad,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Edward Schmidt,01/18/2022,03:43:41,Celular,Cerca a la universidad nacional de Colombia,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Raymond Alvarez,05/07/2022,13:15:45,Computador,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Barbara Scott,05/28/2022,19:15:15,Computador,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Cynthia Smith,02/28/2022,03:14:55,Bicicleta,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Taylor Coffey,05/28/2022,22:10:07,Bolso,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Daniel Melton,06/04/2022,12:12:34,Bicicleta,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Daniel Sims DDS,02/08/2022,07:56:23,Bolso,Cerca a la universidad nacional de Colombia,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jennifer Gonzales,03/28/2022,08:27:07,Bicicleta,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kimberly Lee,02/19/2022,17:25:51,Celular,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Diane Blake,06/02/2022,10:31:38,Papeles,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Dennis Blackburn,01/10/2022,15:23:55,Billetera,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Daniel Newman,05/31/2022,00:09:54,Computador,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Trevor Rivera,01/24/2022,21:39:52,Billetera,En el centro de la ciudad,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Taylor Harris,06/21/2022,02:14:03,Celular,En el centro de la ciudad,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Rachel Ortiz,03/19/2022,01:26:49,Papeles,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
James Ross,05/13/2022,07:31:17,Billetera,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Gary Ramirez,04/13/2022,13:08:01,Bicicleta,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kenneth Wallace,06/04/2022,00:50:48,Bicicleta,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kaylee Mcintyre,04/16/2022,04:48:07,Bolso,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Shannon Thomas,01/07/2022,20:17:20,Computador,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Lucas Jones,07/02/2022,17:04:37,Computador,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Danielle Burnett,07/05/2022,17:29:49,Billetera,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Jesse Kaiser,04/15/2022,05:15:03,Vehiculo,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Preston Middleton,04/09/2022,09:32:59,Bolso,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
William Ramsey,02/06/2022,14:28:24,Papeles,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Pamela Boyd,02/11/2022,01:16:09,Celular,En el centro de la ciudad,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Tammy Bailey,02/15/2022,06:37:22,Vehiculo,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Stephanie Rhodes,01/07/2022,12:22:10,Computador,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Mitchell Mcpherson,07/22/2022,07:14:25,Papeles,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Virginia Patterson,06/27/2022,08:39:54,Celular,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Carla Cole,07/26/2022,04:42:08,Celular,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Lynn Bradford,06/08/2022,10:49:13,Bicicleta,En el centro de la ciudad,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Cynthia Pollard,02/19/2022,00:22:20,Computador,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Robin Rose,06/14/2022,20:24:35,Vehiculo,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Denise Snyder,05/21/2022,07:28:31,Computador,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jasmine Patel,06/05/2022,20:39:14,Celular,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Kimberly Hobbs,03/29/2022,22:47:49,Vehiculo,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
John Hicks,07/13/2022,15:00:43,Computador,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Nicholas Silva,03/30/2022,05:35:43,Billetera,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Christopher Reid,04/15/2022,11:29:51,Bicicleta,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Rachel Jackson,05/06/2022,18:28:18,Bicicleta,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jeffrey Cook,01/20/2022,04:14:29,Bicicleta,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Molly Phillips,06/05/2022,05:02:43,Computador,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Victoria Lee,01/23/2022,09:10:40,Papeles,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Joseph Davis,06/09/2022,20:19:39,Bolso,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Michael Allen,01/15/2022,00:17:17,Computador,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Ann Berry,01/04/2022,05:36:21,Papeles,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Ernest Bridges,07/16/2022,13:21:34,Computador,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Kimberly Mendoza,02/25/2022,11:20:01,Computador,En el centro de la ciudad,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Katherine Gentry,06/12/2022,07:11:09,Papeles,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Melinda Green,03/27/2022,04:47:16,Bolso,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Emily Meyer DDS,03/29/2022,12:20:26,Papeles,En el centro de la ciudad,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Amy Wilson,07/24/2022,06:00:35,Bicicleta,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Sierra Carter,06/16/2022,18:10:33,Vehiculo,En el centro de la ciudad,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Todd Rogers,02/20/2022,05:02:55,Celular,Cerca a la universidad nacional de Colombia,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Ms. Danielle Peterson MD,01/31/2022,09:39:12,Bolso,En el centro de la ciudad,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Amy Collins,01/19/2022,20:06:02,Celular,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Allen Frederick,07/29/2022,17:44:19,Bolso,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Sergio Garrett,04/26/2022,01:26:58,Vehiculo,En el centro de la ciudad,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Michael Freeman,03/21/2022,18:42:28,Papeles,En el centro de la ciudad,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Gloria Greene,05/09/2022,01:37:37,Computador,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Todd Olson,05/08/2022,00:59:38,Bolso,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Joann Haney,06/02/2022,12:56:43,Celular,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Whitney Reese,03/22/2022,03:49:46,Bicicleta,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Tiffany Ramos,03/03/2022,09:56:41,Billetera,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Amy Harris,04/25/2022,18:11:31,Vehiculo,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Randall Butler,08/04/2022,10:46:05,Bolso,En el centro de la ciudad,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Sarah Huang,05/06/2022,02:16:47,Computador,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jeffery Gray,07/11/2022,09:17:53,Bolso,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
